implement operations
include raids
reconnaissance search
have training
specialized training
swimming emergency
diving emergency
parachuting emergency
include reconnaissance
directing reconnaissance
evaluating intelligence
recruiting training
equipping forces
leading raids
training personnel
implement missions
performing planning
